model,theta1_over_pi,theta2_over_pi,N_loc
SSH,0.12345679012345678,1.0617283950617282,0.04067847490079836
SSH,0.12345679012345678,1.0864197530864197,0.04088285482955719
SSH,0.12345679012345678,1.1111111111111112,0.04112849042754972
SSH,0.12345679012345678,1.1358024691358024,0.04141262145843421
SSH,0.12345679012345678,1.1604938271604937,0.041729219439021525
SSH,0.12345679012345678,1.1851851851851851,0.04206913673388095
SSH,0.12345679012345678,1.2098765432098766,0.042420586667847565
SSH,0.12345679012345678,1.2345679012345678,0.04276988501532028
SSH,0.12345679012345678,1.259259259259259,0.04310235824950116
SSH,0.12345679012345678,1.2839506172839505,0.04340331970568749
SSH,0.12345679012345678,1.308641975308642,0.04365902592222749
SSH,0.12345679012345678,1.3333333333333333,0.043857544051785435
SSH,0.12345679012345678,1.3580246913580245,0.04398948076411531
SSH,0.12345679012345678,1.382716049382716,0.04404853969342577
SSH,0.12345679012345678,1.4074074074074074,0.04403188707871826
