theta_T,theta_B,gap,joint,deltaA,deltaB,edge_weight_2row,nloc
1.6857326433896453,3.8312105531582845,0.44423664116432837,0.010401197341790848,1.7842238022404935,1.8165369207434179,0.9511673649817077,0.030717423217217814
1.6857326433896453,3.984458975284616,0.44684862636621353,0.010697968029148412,1.782384231490028,1.816520893744505,0.9510092588565837,0.031146149455618843
1.6857326433896453,4.1377073974109475,0.44935642150409005,0.010966443572143393,1.7808396928080374,1.8165055452260293,0.9508595660625797,0.031535543687923766
1.6857326433896453,4.290955819537279,0.4515993130265972,0.01119082895871918,1.7796259139431125,1.816492032837623,0.9507311983883556,0.031851291984862196
1.6857326433896453,4.44420424166361,0.4534598686240551,0.011359579994505918,1.7787690847668343,1.8164813334114527,0.9506347927253975,0.03206628049168577
1.6857326433896453,4.597452663789942,0.4548927783480212,0.01146506083203997,1.7782865859500512,1.8164741811408986,0.9505780590048397,0.03216241644961159
1.6857326433896453,4.750701085916273,0.45593827305344664,0.011503134807835023,1.7781877734652956,1.8161542391918595,0.9505653984841609,0.032131732625180764
1.6857326433896453,4.903949508042604,0.4556939763273994,0.011472866689844716,1.7784745198986693,1.8164720258362361,0.9505977223233454,0.03197684127518324
1.6857326433896453,5.057197930168936,0.4540476957779708,0.01137642271146546,1.7791413350719747,1.8164770153135654,0.9506724192318822,0.031710775914695316
1.6857326433896453,5.210446352295267,0.4519720202605838,0.011219182845352928,1.7801750290045155,1.8164855396217063,0.9507834605563177,0.03135620759884419
1.6857326433896453,5.363694774421599,0.44956204560922886,0.011010014508830181,1.7815540239195,1.8164968658676675,0.9509216749694565,0.03094398027962139
1.6857326433896453,5.516943196547929,0.44696105028873523,0.010761583930573908,1.7832475554410632,1.8165100294076937,0.9510752561950679,0.030510907954624765
1.6857326433896453,5.670191618674261,0.44433878773829294,0.010490493302395675,1.7852151063820885,1.8165239013693442,0.9512305701313377,0.030096834354961098
1.6857326433896453,5.823440040800593,0.44187048807313334,0.01021693978279214,1.7874064589993508,1.816537281302688,0.9513732905723308,0.029741072647093705
1.6857326433896453,5.976688462926924,0.4397171457911059,0.009963543603900294,1.7897626987064414,1.8165490108346434,0.9514898142649062,0.029478493489880978
1.6857326433896453,6.129936885053255,0.4380081238166015,0.009753081622283907,1.792218334363454,1.8165580969016857,0.9515688028821212,0.0293356784112385
